web-scraper-order,web-scraper-start-url,categorie 1,categorie 2,categorie 2-href,categorie 3,categorie 3-href
1612634827-1877,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander à participer au concours Oscar  de la qualité de  l’Association sénégalaise de normalisation,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/905/18/169
1612634827-1876,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander à adhérer à l’Association nationale de normalisation en qualité de membre associé,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/904/18/169
1612634827-1875,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,"Demander la certification d’un produit à l’Association sénégalaise de normalisation",https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/903/18/169
1612634827-1874,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une assistance conseil dans le cadre de la certification ISO 9001 version 2008,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/902/18/169
1612634827-1873,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,"Demander à l’Association sénégalaise de normalisation (ASN) les normes sur un produit (normes sénégalaises, françaises et internationales)",https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/901/18/169
1612634827-1872,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander la révision ou l’annulation de normes sénégalaises,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/900/18/169
1612634827-1871,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une autorisation d'ouverture d'une industrie pharmaceutique,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/877/18/169
1612634827-1870,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une autorisation d'ouverture d'un établissement de distribution de médicaments (grossiste-répartiteur),https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/876/18/169
1612634827-1869,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander l’obtention du permis de pêche continentale,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/733/18/169
1612634827-1868,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Comment obtenir une carte de mareyeur exportateur,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/731/18/169
1612634827-1867,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une autorisation d’ouverture et d’exploitation de carrière temporaire,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/695/18/169
1612634827-1866,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une autorisation de prospection minière,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/693/18/169
1612634827-1865,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,"Demander une autorisation d’exploitation des haldes, des terrils et de rejets d’exploitation.",https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/691/18/169
1612634827-1864,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une autorisation d’exploitation artisanale d’une mine,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/690/18/169
1612634827-1863,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une autorisation d’exploitation de petite mine,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/688/18/169
1612634827-1862,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander un permis d’exploitation ou de concession minière,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/687/18/169
1612634827-1861,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander un permis de recherche minière,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/685/18/169
1612634827-1860,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une autorisation d’ouverture et d’exploitation de carrière privée,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/681/18/169
1612634827-1859,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Obtenir un agrément pour la collecte des huiles usagées,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/676/18/169
1612634827-1858,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Obtenir un agrément pour l’élimination des huiles usagées,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/675/18/169
1612634827-1857,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une autorisation pour l’importation de produits chimiques,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/674/18/169
1612634827-1856,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander un agrément pour exercer des activités d’étude d’impact sur l’environnement,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/673/18/169
