categorie1,categorie2,categorie3,href
"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",S'inscrire au concours d'officier de paix de la police,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/553/2/67
"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",S'inscrire au concours de gardien de la paix de la police,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/523/2/67
"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",S'inscrire au concours d'officier de police,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/522/2/67
"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",S'inscrire au concours d'inspecteur de police,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/521/2/67
"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",S'inscrire au concours de commissaire de police,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/520/2/67
"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",Porter plainte directement devant le procureur de la République,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/378/2/67
"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",Faire une réclamation sur des faits mettant en cause un ou des agent(s) chargé(s) de la sécurité publique,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/263/2/67
"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",Demander un soutien logistique à l'Armée,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/121/2/67
"Citoyenneté, justice et sécurité",Nationalité et identité,Demander un passeport de service au Ministère des Affaires Etrangères,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/829/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Demander un passeport diplomatique au Ministère des Affaires Etrangères,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/828/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Demander l’établissement de sauf-conduit pour un ressortissant sénégalais résidant à l’étranger,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/686/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Demander l’établissement de passeport ordinaire pour un ressortissant sénégalais résidant à l’étranger,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/684/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,"Demander la transcription d’un acte d’état civil (acte de naissance, acte de mariage, acte de décès) auprès des services consulaires",https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/683/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Demander l’immatriculation consulaire des Sénégalais résidant à l’étranger,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/682/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Demander à être nommé chef de village,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/680/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Demander une carte nationale d'identité,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/425/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Demander la nationalité sénégalaise par filiation (ou d'origine),https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/340/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Demander la nationalité sénégalaise par voie de mariage,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/339/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Demander à acquérir la nationalité sénégalaise par décret  (naturalisation),https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/338/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Renoncer à la nationalité sénégalaise,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/337/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Opter pour la nationalité sénégalaise,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/335/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Enregistrer une reconnaissance d’enfant,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/327/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Demander un certificat de vie collectif,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/250/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Demander une carte de circulation,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/84/2/231
"Citoyenneté, justice et sécurité",Nationalité et identité,Demander un certificat de nationalité sénégalaise,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/30/2/231
"Citoyenneté, justice et sécurité",Elections et carte d'électeur,Demander à être nommé chef de village,https://web.archive.org/web/20201021161753/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/680/2/13
"Citoyenneté, justice et sécurité",Contentieux,Faire une réclamation sur des faits mettant en cause un ou des agent(s) chargé(s) de la sécurité publique,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/263/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander le règlement d’un contentieux judiciaire avec l’Etat,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/221/2/64
"Citoyenneté, justice et sécurité",Contentieux,Porter plainte,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/135/2/64
"Citoyenneté, justice et sécurité",Contentieux,Instruire une plainte à l’autorité de régulation des télécommunications et des postes  dirigée contre un fournisseur de service à va leur ajoutée,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1047/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander à  instruire une plainte à l’autorité de régulation des télécommunications et des postes contre les opérateurs de téléphonie au Sénégal,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1041/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander des renseignements sur des règlements de créances des sociétés d’Etat en liquidation.,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/887/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander la réparation d’un dommage causé par l’Etat,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/886/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander l’exécution d’une décision de justice condamnant l'Etat,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/784/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander un certificat de travail pour les ex-agents des Sociétés d’Etat liquidées,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/778/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander un règlement à l’amiable suite à un accident matériel ou corporel avec un véhicule de l’Etat,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/774/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander un certificat de non paiement de prix,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/696/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander un procès verbal de saisie -rémunération,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/694/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander une dénonciation de la surenchère,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/689/2/64
"Citoyenneté, justice et sécurité",Contentieux,Comment obtenir l'aide d'un médiateur financier,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/669/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander l’exécution d’une décision allouant une pension alimentaire à une personne,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/645/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander l’exécution d’une décision ordonnant la main levée d’une décision qui avait alloué une pension alimentaire à une personne,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/644/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander un procès verbal de conciliation,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/631/2/64
"Citoyenneté, justice et sécurité",Contentieux,Comment procéder à l'expulsion d'un locataire,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/577/2/64
"Citoyenneté, justice et sécurité",Contentieux,"Demander un certificat de non pourvoi en cassation en matière pénale, civile et sociale",https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/382/2/64
"Citoyenneté, justice et sécurité",Contentieux,Saisir la maison de justice pour le règlement d'un litige,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/380/2/64
"Citoyenneté, justice et sécurité",Contentieux,Porter plainte directement devant le procureur de la République,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/378/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander la délivrance d'une copie du  procès verbal d'un accident de la circulation routière,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/377/2/64
"Citoyenneté, justice et sécurité",Contentieux,Faire appel du jugement ou de l'ordonnance,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/371/2/64
"Citoyenneté, justice et sécurité",Contentieux,Demander un partage successoral,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/360/2/64
